Pl,horse_name,bar,Track,Gear,Rtg,jockey,trainer,Owner,Last 800m,Last 400m,Final,Second,total second to finish
1,MR BIG BROTHER,10,1100,"B, TT",51 (-1),I SAIFUDIN,J O'HARA,SHENGJUN STABLE,2,2,1,0,107
11,MR BIG BROTHER,6,1200,"B, TT",56 (+5),I SAIFUDIN,J O'HARA,SHENGJUN STABLE,4,5,6,4.5,96
10,MR BIG BROTHER,11,1000,"B, TT",56 (+5),I SAIFUDIN,J O'HARA,SHENGJUN STABLE,8,10,12,9.9,110
7,MR BIG BROTHER,5,1200,TT,55 (-1),I SAIFUDIN,J O'HARA,SHENGJUN STABLE,6,8,2,3.5,85
2,MR BIG BROTHER,4,1400,TT,53 (-2),N ZYRUL,J O'HARA,SHENGJUN STABLE,3,2,5,2.1,60
6,MR BIG BROTHER,5,1200,TT,54 (+1),I SAIFUDIN,J O'HARA,SHENGJUN STABLE,8,6,5,5.8,65
7,MR BIG BROTHER,7,1100,TT,53 (-1),I SAIFUDIN,J LIM,SHENGJUN STABLE,8,7,6,8,85
4,MR BIG BROTHER,9,1200,TT,51 (-2),TH KOH,J LIM,SHENGJUN STABLE,10,10,6,5.3,73
8,MR BIG BROTHER,12,1000,TT,49 (-2),TH KOH,J LIM,SHENGJUN STABLE,12,10,5,4.3,60
5,MR BIG BROTHER,3,1100,TT,48 (-1),M EWE,J LIM,SHENGJUN STABLE,10,7,4,3.8,84
4,MR BIG BROTHER,8,1000,TT,47 (-1),M EWE,J LIM,SHENGJUN STABLE,9,9,10,6,70
10,MR BIG BROTHER,1,1200,TT,47 (-1),M EWE,J LIM,SHENGJUN STABLE,5,7,6,9.6,126
5,MR BIG BROTHER,5,1200,TT,45 (-2),I SAIFUDIN,J LIM,SHENGJUN STABLE,8,9,7,7.4,73
3,MR BIG BROTHER,7,1400,"B, TT",43 (-2),R STEWART,T MAHADI,SHENGJUN STABLE,3,2,3,3.3,71
4,MR BIG BROTHER,3,1400,"B, TT",43 (-2),R STEWART,T MAHADI,SHENGJUN STABLE,4,4,1,0,119
3,MR BIG BROTHER,2,1600,"B, TT",42 (-1),J BAYLISS,T MAHADI,SHENGJUN STABLE,1,1,12,18.6,103
1,MR BIG BROTHER,8,1600,"B, TT",42 (-1),R WOODWORTH,T MAHADI,SHENGJUN STABLE,1,1,4,1.4,107
10,MR BIG BROTHER,4,1600,"B, TT",49 (+7),APP PH SEOW,T MAHADI,SHENGJUN STABLE,1,2,10,5.9,100
3,MR BLACK BACK,6,1200,,67,V DURIC,T FITZSIMMONS,BLACK HOUSE STABLE,5,5,4,0.5,84
1,MR BLACK BACK,3,1400,,67,V DURIC,T FITZSIMMONS,BLACK HOUSE STABLE,1,1,1,0,81
1,MR BLACK BACK,4,1800,,73 (+6),M NUNES,T FITZSIMMONS,BLACK HOUSE STABLE,1,1,1,0,107
12,MR BLOSSOM,5,1100,B,35,APP WS CHAN,L KHOO,LAI YET CHUNG,12,12,12,26.7,71
4,MR BLOSSOM,3,1100,"WK, SR",32,N JUGLALL,L KHOO,LAI YET CHUNG,2,2,4,1.5,68
14,MR BLOSSOM,7,1200,"B, SR",32,TH KOH,L KHOO,LAI YET CHUNG,6,10,14,17.5,73
1,MR CLINT,6,1200,,,C GRYLLS,DL FREEDMAN,DAVID KOK TEIK WAI,8,6,1,0,71
3,MR CLINT,3,1400,,55,C GRYLLS,DL FREEDMAN,DAVID KOK TEIK WAI,3,3,3,1.8,84
2,MR CLINT,7,1600,,55,G BOSS,DL FREEDMAN,DAVID KOK TEIK WAI,8,7,2,1,96
2,MR CLINT,1,1200,,61,D MOOR,DL FREEDMAN,DAVID KOK TEIK WAI,6,8,2,0.1,71
1,MR CLINT,7,1400,BB,61,C GRYLLS,DL FREEDMAN,DAVID KOK TEIK WAI,2,2,1,0,82
2,MR CLINT,6,1200,B,66,C GRYLLS,DL FREEDMAN,DAVID KOK TEIK WAI,15,14,2,1.3,70
9,MR CLINT,12,1400,B,69,C GRYLLS,DL FREEDMAN,DAVID KOK TEIK WAI,13,12,9,3.1,83
1,MR CLINT,10,1400,"B, TT",69,D MOOR,DL FREEDMAN,DAVID KOK TEIK WAI,11,11,1,0,82
1,MR CLINT,13,1600,"B, TT",74,Z PURTON,DL FREEDMAN,DAVID KOK TEIK WAI,10,7,1,0,95
10,MR CLINT,15,1400,"B, TT",80,D MOOR,DL FREEDMAN,DAVID KOK TEIK WAI,12,10,10,5.7,82
3,MR CLINT,1,1600,"B, TT",80,D MOOR,DL FREEDMAN,DAVID KOK TEIK WAI,2,2,3,1.4,95
5,MR CLINT,4,1600,"B, TT",87,D MOOR,DL FREEDMAN,DAVID KOK TEIK WAI,2,3,5,3.2,94
7,MR CLINT,9,1800,"B, TT",87,D MOOR,DL FREEDMAN,DAVID KOK TEIK WAI,1,2,7,3.4,108
3,MR CLINT,9,2000,"B, TT",89,J FORD,DL FREEDMAN,DAVID KOK TEIK WAI,2,2,3,1,123
9,MR CLINT,14,1400,"B, TT",93 (+4),B THOMPSON,DL FREEDMAN,DAVID KOK TEIK WAI,15,15,9,2.9,82
11,MR CLINT,2,1400,"B, TT",93,B THOMPSON,DL FREEDMAN,DAVID KOK TEIK WAI,8,9,11,6.1,83
10,MR CLINT,11,1200,"B, TT",91,T SEE,DL FREEDMAN,DAVID KOK TEIK WAI,14,14,10,8.5,70
13,MR CLINT,9,1400,"B, TT",89 (-2),APP CC WONG,DL FREEDMAN,DAVID KOK TEIK WAI,11,11,13,6.7,83
13,MR CLINT,13,1600,"B, TT",87 (-2),M KELLADY,DL FREEDMAN,DAVID KOK TEIK WAI,16,16,13,5.7,96
2,MR CLINT,15,1800,"B, TT",85 (-2),B PINHEIRO,DL FREEDMAN,DAVID KOK TEIK WAI,15,14,2,0.3,109
2,MR CLINT,2,1600,"B, TT",89 (+4),B PINHEIRO,DL FREEDMAN,DAVID KOK TEIK WAI,13,12,2,0.1,94
12,MR CLINT,2,1800,"B, TT",94 (+5),B PINHEIRO,DL FREEDMAN,DAVID KOK TEIK WAI,9,10,12,7.4,109
1,MR CLINT,3,2000,"B, TT",94 (+5),"C WILLIAMS
",DL FREEDMAN,DAVID KOK TEIK WAI,8,1,1,0,121
8,MR CLINT,9,1600,"B, TT",102 (+8),P MOLONEY,DL FREEDMAN,DAVID KOK TEIK WAI,9,9,8,8.7,96
3,MR CLINT,6,1200,"B, TT",102 (+8),K A'ISISUHAIRI,DL FREEDMAN,DAVID KOK TEIK WAI,8,8,3,1.5,71
13,MR CLINT,11,1400,"B, TT",102 (+8),K A'ISISUHAIRI,DL FREEDMAN,DAVID KOK TEIK WAI,12,13,13,6.3,83
5,MR CLINT,15,1600,"B, TT",102 (+8),K A'ISISUHAIRI,DL FREEDMAN,DAVID KOK TEIK WAI,15,12,5,4.1,95
5,MR CLINT,1,1600,"B, TT",102 (+8),JP VAN DERMERWE,DL FREEDMAN,DAVID KOK TEIK WAI,6,6,5,4.2,95
13,MR CLINT,6,1600,"B, TT",100 (-2),APP R ISKANDAR,DL FREEDMAN,DAVID KOK TEIK WAI,6,8,13,9.3,98
3,MR CLINT,10,1800,B,98 (-2),J POWELL,DL FREEDMAN,DAVID KOK TEIK WAI,8,6,3,2.3,113
13,MR CLINT,7,2000,B,98 (-2),K A'ISISUHAIRI,DL FREEDMAN,DAVID KOK TEIK WAI,10,11,13,9.6,125
4,MR CLINT,4,1600,"TT, VIS, SR",98 (-2),M LERNER,M WALKER,DAVID KOK TEIK WAI,11,11,4,0.8,95
9,MR CLINT,1,1600,"TT, VIS, SR",98 (-2),APP K HAKIM,M WALKER,DAVID KOK TEIK WAI,9,10,9,8.2,97
13,MR CLINT,8,1600,"TT, VIS, SR",98,M LERNER,M WALKER,DAVID KOK TEIK WAI,14,12,13,9.6,96
10,MR CLINT,6,1400,"B, TT",97 (-1),M EWE,J ONG,DAVID KOK TEIK WAI,3,7,1,0,97
1,MR CLOONEY,5,1400,B,51,M NUNES,L LAXON,OSCAR RACING STABLE,8,8,1,0,83
5,MR CLOONEY,1,1400,B,56,M NUNES,L LAXON,OSCAR RACING STABLE,5,5,5,4.7,83
5,MR CLOONEY,9,1700,B,56,V DURIC,L LAXON,OSCAR RACING STABLE,10,4,5,2.5,106
6,MR CLOONEY,11,1600,B,55,G BOSS,L LAXON,OSCAR RACING STABLE,9,9,6,2.8,97
1,MR CLOONEY,4,1700,B,54,V DURIC,L LAXON,OSCAR RACING STABLE,1,1,1,0,106
98,MR CLOONEY,6,1900,"B, TT",60,V DURIC,L LAXON,OSCAR RACING STABLE,98,98,98,0,
1,MR COLIN,8,1200,BB,,V DURIC,J PETERS,OSCAR RACING STABLE,8,5,1,0,70
1,MR COLIN,7,1200,B,58,V DURIC,J PETERS,OSCAR RACING STABLE,5,5,1,0,70
6,MR COLIN,9,1200,,64,G BOSS,J PETERS,OSCAR RACING STABLE,8,10,6,4.5,71
2,MR CONNERY,6,1700,VIS,42,J POWELL,L LAXON,GOODSIR STABLE,1,1,2,0.2,109
2,MR CONNERY,4,1600,VIS,43,J POWELL,L LAXON,GOODSIR STABLE,4,4,2,0.5,102
5,MR CONNERY,3,1700,VIS,43,J POWELL,L LAXON,GOODSIR STABLE,6,6,5,9.6,109
1,MR CONNERY,3,1700,VIS,41,J POWELL,L LAXON,GOODSIR STABLE,4,2,1,0,106
7,MR CONNERY,9,1700,VIS,46,B VORSTER,L LAXON,GOODSIR STABLE,6,5,7,13.4,108
6,MR CONNERY,8,1700,VIS,46,K A'ISISUHAIRI,L LAXON,GOODSIR STABLE,4,2,6,6.7,106
6,MR CONNERY,10,1600,VIS,45,M NUNES,L LAXON,GOODSIR STABLE,1,2,6,6.2,96
3,MR CONNERY,10,1600,VIS,43,J POWELL,L LAXON,GOODSIR STABLE,9,5,3,3.2,100
5,MR CONNERY,3,1700,VIS,43,J POWELL,L LAXON,GOODSIR STABLE,5,6,5,3.6,108
10,MR COPPOLA,5,1200,BB,,J POWELL,DL FREEDMAN,OSCAR RACING STABLE,8,10,10,14.9,73
3,MR COPPOLA,4,1000,B,,A COLLETT,DL FREEDMAN,OSCAR RACING STABLE,6,5,3,4.4,60
8,MR COPPOLA,14,1200,B,,H BOWMAN,DL FREEDMAN,OSCAR RACING STABLE,11,11,8,7.7,72
3,MR COPPOLA,4,1000,"B, TT",50,O PLACAIS,DL FREEDMAN,OSCAR RACING STABLE,2,3,3,1,60
4,MR COPPOLA,8,1100,"B, TT",52,B VORSTER,DL FREEDMAN,OSCAR RACING STABLE,1,1,4,2.3,66
11,MR COPPOLA,2,1200,"B, TT",51,B VORSTER,DL FREEDMAN,OSCAR RACING STABLE,5,7,11,23,76
1,MR COPPOLA,1,1200,"B, TT",51,D MOOR,DL FREEDMAN,OSCAR RACING STABLE,5,2,1,0,73
3,MR COPPOLA,3,1200,"B, TT",56 (+5),D MOOR,DL FREEDMAN,OSCAR RACING STABLE,2,2,3,2.8,72
10,MR COPPOLA,3,1200,"B, TT",56 (+5),J AZZOPARDI,DL FREEDMAN,OSCAR RACING STABLE,5,6,10,9.3,73
8,MR COPPOLA,6,1200,"B, TT",56 (+5),L BEUZELIN,DL FREEDMAN,OSCAR RACING STABLE,4,6,8,7,73
8,MR COPPOLA,12,1200,"B, TT",54 (-2),B MERTENS,DL FREEDMAN,OSCAR RACING STABLE,12,8,8,4.9,72
9,MR COPPOLA,1,1200,"B, TT",52 (-2),APP M NIZAR,DL FREEDMAN,OSCAR RACING STABLE,5,7,9,10.9,74
5,MR CROWE,8,1400,,49,J POWELL,L LAXON,AIG STABLE,6,6,5,5.5,85
1,MR CROWE,2,1400,,47,V DURIC,L LAXON,AIG STABLE,7,4,1,0,83
1,MR CROWE,8,1400,,52,G BOSS,L LAXON,AIG STABLE,6,5,1,0,75
3,MR CROWE,5,1400,,58,V DURIC,L LAXON,AIG STABLE,5,5,3,1,83
7,MR CROWE,8,1600,,58,J POWELL,L LAXON,AIG STABLE,8,7,7,6.3,96
1,MR CROWE,2,1400,,57,V DURIC,L LAXON,AIG STABLE,4,2,1,0,83
6,MR CROWE,10,1400,,63,M NUNES,L LAXON,AIG STABLE,5,4,6,3,83
1,MR CROWE,6,1400,,63,W PIKE,L LAXON,AIG STABLE,5,5,1,0,83
7,MR CROWE,8,1400,,71,V DURIC,L LAXON,AIG STABLE,6,5,7,4.5,83
9,MR CROWE,3,1400,,71,J POWELL,DL FREEDMAN,AIG STABLE,7,6,9,7.2,84
10,MR CROWE,9,1200,B,70,V DURIC,DL FREEDMAN,AIG STABLE,3,4,10,6.5,72
11,MR CROWE,11,1200,,73,M KELLADY,DL FREEDMAN,AIG STABLE,9,10,11,11.8,72
14,MR CROWE,10,1200,"B, TT",73,O PLACAIS,DL FREEDMAN,AIG STABLE,5,13,14,30.9,75
10,MR CROWE,3,1400,"B, TT",72,O PLACAIS,DL FREEDMAN,AIG STABLE,3,3,10,11.1,84
12,MR DAVID,9,1200,BB,62,N JUGLALL,J O'HARA,TEAM WORK STABLE,8,9,12,11.6,74
10,MR DAVID,11,1600,"B, TT",62,JP VAN DERMERWE,J O'HARA,TEAM WORK STABLE,5,8,10,11.3,101
7,MR DAVID,10,1600,"B, TT",61,I SAIFUDIN,J O'HARA,TEAM WORK STABLE,1,1,7,7.5,100
4,MR DAVID,12,1800,"B, TT",61,J POWELL,J O'HARA,TEAM WORK STABLE,1,2,4,0.4,114
14,MR DAVID,5,1800,"B, TT",61,TH KOH,J O'HARA,TEAM WORK STABLE,9,14,14,26.1,111
6,MR DAVID,4,2000,"B, TT",60,I SAIFUDIN,J O'HARA,TEAM WORK STABLE,2,3,6,5.8,125
3,MR DAVID,10,1800,"B, TT",58,J POWELL,J O'HARA,TEAM WORK STABLE,1,1,3,1.1,109
12,MR DAVID,7,2000,"B, TT",58 (-2),J POWELL,J O'HARA,TEAM WORK STABLE,9,10,12,7.2,125
14,MR DAVID,6,1800,"B, TT",56 (-2),D MOOR,J O'HARA,TEAM WORK STABLE,7,11,14,20.1,112
10,MR DREAMMAN,5,1200,TT,,T SEE,J O'HARA,TAN PENG GHEE,4,7,10,17.9,72
10,MR DREAMMAN,5,1200,TT,,T SEE,J O'HARA,TAN PENG GHEE,4,7,10,17.9,72
11,MR DREAMMAN,4,1400,TT,,I SAIFUDIN,J O'HARA,TAN PENG GHEE,6,7,11,14.4,85
9,MR DREAMMAN,5,1400,TT,,I SAIFUDIN,J O'HARA,TAN PENG GHEE,6,6,9,7.2,85
11,MR DREAMMAN,1,1400,TT,44,I SAIFUDIN,J O'HARA,TAN PENG GHEE,8,8,11,12.4,85
9,MR DREAMMAN,5,1200,TT,43,A MUNRO,J O'HARA,TAN PENG GHEE,9,11,9,8.5,74
12,MR DREAMMAN,12,1400,"BP1, TT",41,I SAIFUDIN,J O'HARA,TAN PENG GHEE,2,3,12,14,85
12,MR DREAMMAN,8,1400,"BP, TT",39,I SAIFUDIN,J O'HARA,TAN PENG GHEE,9,11,12,13.1,85
1,MR DUJARDIN,9,1600,"EM, SR",,M KELLADY,DL FREEDMAN,CAT RACING STABLE,13,10,1,0,96
4,MR DUJARDIN,8,2000,"EM, SR",55,M KELLADY,DL FREEDMAN,CAT RACING STABLE,10,10,4,2.4,123
2,MR DUJARDIN,6,1800,"BB, SR",55,M KELLADY,DL FREEDMAN,CAT RACING STABLE,2,2,2,0.2,109
1,MR DUJARDIN,1,2000,B,56,M RODD,DL FREEDMAN,CAT RACING STABLE,9,9,1,0,122
5,MR DUJARDIN,10,1600,B,64,V DURIC,DL FREEDMAN,CAT RACING STABLE,13,13,5,4.3,96
3,MR DUJARDIN,4,1600,B,64,V DURIC,DL FREEDMAN,CAT RACING STABLE,7,4,3,1.3,96
7,MR DUJARDIN,2,1600,B,65,M KELLADY,DL FREEDMAN,CAT RACING STABLE,5,4,7,5.8,100
11,MR DUJARDIN,4,1600,B,64,M YENI,DL FREEDMAN,CAT RACING STABLE,9,9,11,6.9,96
7,MR DUJARDIN,3,1800,B,64,M KELLADY,DL FREEDMAN,CAT RACING STABLE,6,7,7,3.2,109
5,MR DUJARDIN,11,1600,PP,62,APP R ISKANDAR,DL FREEDMAN,CAT RACING STABLE,5,9,5,7.5,99
1,MR DUJARDIN,2,2000,P,61,M RODD,DL FREEDMAN,CAT RACING STABLE,5,3,1,0,124
5,MR DUJARDIN,6,1600,P,66,M KELLADY,DL FREEDMAN,CAT RACING STABLE,11,11,5,4.7,96
2,MR DUJARDIN,6,2000,P,66,M RODD,DL FREEDMAN,CAT RACING STABLE,9,4,2,0.8,125
2,MR DUJARDIN,9,2000,P,67,G BOSS,DL FREEDMAN,CAT RACING STABLE,9,8,2,0.8,122
6,MR DUJARDIN,13,1800,P,67 (+1),G BOSS,DL FREEDMAN,CAT RACING STABLE,14,9,6,4.9,108
3,MR DUJARDIN,7,2000,P,66,G BOSS,DL FREEDMAN,CAT RACING STABLE,5,4,3,2,125
8,MR DUJARDIN,1,1800,P,66,APP WH KOK,DL FREEDMAN,CAT RACING STABLE,7,9,8,3.1,109
8,MR DUJARDIN,5,1800,,64 (-2),J AZZOPARDI,DL FREEDMAN,CAT RACING STABLE,9,8,8,5.2,110
4,MR DUJARDIN,2,2000,BP1,64 (-2),V DURIC,DL FREEDMAN,CAT RACING STABLE,9,10,4,2.6,123
3,MR DUJARDIN,9,2000,BP,62 (-2),W PIKE,DL FREEDMAN,CAT RACING STABLE,12,11,3,4.3,121
6,MR DUJARDIN,4,1800,BP,62 (-2),J POWELL,DL FREEDMAN,CAT RACING STABLE,9,8,6,3.1,111
7,MR DUJARDIN,8,2200,B,60 (-2),V DURIC,DL FREEDMAN,CAT RACING STABLE,7,7,7,4,138
7,MR FANTASTIC,5,1200,SR,84,MM FIRDAUS,R LE GRANGE,RICARDO LE GRANGE,7,5,7,6.5,73
6,MR FANTASTIC,3,1600,SR,83,APP CC WONG,R LE GRANGE,RICARDO LE GRANGE,1,1,6,4.1,95
2,MR FANTASTIC,2,1600,SR,81,N JUGLALL,R LE GRANGE,RICARDO LE GRANGE,1,1,2,0.1,97
2,MR FANTASTIC,2,1400,SR,83,N JUGLALL,R LE GRANGE,RICARDO LE GRANGE,2,1,2,2.8,83
13,MR FANTASTIC,10,1400,SR,83,R WOODWORTH,R LE GRANGE,RICARDO LE GRANGE,3,3,13,8.4,83
3,MR FANTASTIC,8,1400,SR,81,B VORSTER,R LE GRANGE,RICARDO LE GRANGE,3,3,3,1,82
8,MR FANTASTIC,3,1600,SR,82,N JUGLALL,R LE GRANGE,RICARDO LE GRANGE,3,4,8,2.4,96
1,MR FANTASTIC,7,1400,SR,82,B VORSTER,R LE GRANGE,RICARDO LE GRANGE,3,3,1,0,83
2,MR FANTASTIC,7,1600,SR,88,B VORSTER,R LE GRANGE,RICARDO LE GRANGE,3,2,2,0.5,95
5,MR FANTASTIC,14,1400,SR,91,B VORSTER,R LE GRANGE,RICARDO LE GRANGE,3,5,5,2.6,83
4,MR FANTASTIC,12,1200,SR,96,B VORSTER,R LE GRANGE,RICARDO LE GRANGE,5,4,4,4.4,72
1,MR FANTASTIC,6,1400,SR,95,B VORSTER,R LE GRANGE,RICARDO LE GRANGE,4,4,1,0,82
6,MR FANTASTIC,8,1400,SR,101,V DURIC,R LE GRANGE,RICARDO LE GRANGE,2,2,6,3.1,82
16,MR FANTASTIC,10,1600,SR,101,O PLACAIS,R LE GRANGE,RICARDO LE GRANGE,3,4,16,14,96
10,MR FANTASTIC,2,1200,SR,100,B VORSTER,R LE GRANGE,RICARDO LE GRANGE,8,10,10,7.1,71
6,MR FANTASTIC,4,1200,SR,98,B VORSTER,R LE GRANGE,RICARDO LE GRANGE,5,4,6,5.9,70
7,MR FANTASTIC,8,1400,SR,98,N JUGLALL,R LE GRANGE,RICARDO LE GRANGE,2,2,7,5.6,83
1,MR FANTASTIC,6,1200,SR,97,B VORSTER,R LE GRANGE,RICARDO LE GRANGE,1,1,1,0,70
8,MR FANTASTIC,9,1400,SR,103,B VORSTER,R LE GRANGE,RICARDO LE GRANGE,1,1,8,4.9,82
8,MR FANTASTIC,5,1200,SR,103,A MUNRO,R LE GRANGE,RICARDO LE GRANGE,4,5,8,6.6,72
2,MR FATKID,6,1200,,52,V DURIC,C BROWN,FATBOY STABLE,2,1,2,1.5,71
2,MR FATKID,6,1200,,52,V DURIC,C BROWN,FATBOY STABLE,2,1,2,1.5,71
3,MR FATKID,9,1400,,53,M RODD,C BROWN,FATBOY STABLE,9,9,3,1.9,83
1,MR FATKID,10,1400,,54,M RODD,C BROWN,FATBOY STABLE,6,5,1,0,82
6,MR FATKID,3,1400,,61,J POWELL,C BROWN,FATBOY STABLE,6,6,6,3.7,83
1,MR FATKID,10,1800,,61,M RODD,C BROWN,FATBOY STABLE,8,3,1,0,108
1,MR FATKID,3,1400,,67,C GRYLLS,C BROWN,FATBOY STABLE,5,6,1,0,82
7,MR FATKID,8,1600,,73,M RODD,C BROWN,FATBOY STABLE,10,8,7,3.6,96
2,MR FATKID,4,2000,,73,M RODD,C BROWN,FATBOY STABLE,7,3,2,1.5,122
8,MR FATKID,2,2200,,74,C GRYLLS,C BROWN,FATBOY STABLE,8,7,8,5.9,136
4,MR FATKID,5,1400,,78,K A'ISISUHAIRI,C BROWN,FATBOY STABLE,12,11,4,1.4,83
5,MR FATKID,6,1400,,78,N JUGLALL,C BROWN,FATBOY STABLE,4,4,5,3.5,83
3,MR FATKID,2,1800,,78,M RODD,C BROWN,FATBOY STABLE,4,3,3,1.3,108
9,MR FATKID,3,1400,BB,78,M RODD,C BROWN,FATBOY STABLE,7,8,9,5.6,83
4,MR G,6,1200,,55,M RODD,J PETERS,LIM CHUNHOW,5,3,4,0.7,71
9,MR G,2,1400,,55,D MOOR,J PETERS,LIM CHUNHOW,5,4,9,8.1,84
2,MR G,4,1400,,54,B THOMPSON,J PETERS,LIM CHUNHOW,1,1,2,2,83
2,MR G,7,1400,,54,D MOOR,J PETERS,LIM CHUNHOW,5,7,2,0.2,83
8,MR G,5,1400,WK,56 (+2),T BERRY,J PETERS,LIM CHUNHOW,1,1,8,5.6,84
7,MR G,7,1400,,54 (-2),D MOOR,J PETERS,LIM CHUNHOW,7,5,7,4.2,84
12,MR G,3,1200,WK,52 (-2),D MOOR,J PETERS,LIM CHUNHOW,4,8,12,16,74
7,MR G,1,1400,WK,50 (-2),B THOMPSON,J PETERS,LIM CHUNHOW,4,3,7,4.2,83
3,MR G,7,1100,BB,48 (-2),M RODD,J PETERS,LIM CHUNHOW,6,5,3,0.5,66
3,MR G,9,1000,B,48 (-2),M RODD,J PETERS,LIM CHUNHOW,4,5,3,1,61
4,MR G,2,1100,B,48 (-2),M RODD,J PETERS,LIM CHUNHOW,4,2,4,1.4,67
1,MR G,11,1200,,48 (-2),M RODD,J PETERS,LIM CHUNHOW,7,5,1,0,73
4,MR G,11,1200,,54 (+6),I SAIFUDIN,J PETERS,LIM CHUNHOW,8,7,4,1.6,73
8,MR G,3,1200,,54 (+6),I SAIFUDIN,J PETERS,LIM CHUNHOW,9,6,8,5.5,73
5,MR G,11,1200,,53 (-1),JP VAN DERMERWE,J PETERS,LIM CHUNHOW,10,9,5,1.4,71
4,MR G,11,1200,,52 (-1),R MUNGER,J PETERS,LIM CHUNHOW,11,7,4,1.9,71
1,MR G,5,1400,,52 (-1),R MUNGER,J PETERS,LIM CHUNHOW,4,4,1,0,83
13,MR G,9,1200,,57 (+5),APP M NIZAR,J PETERS,LIM CHUNHOW,3,4,13,6.1,71
11,MR G,4,1200,B,57 (+5),T SEE,J PETERS,LIM CHUNHOW,4,4,11,14,74
1,MR HANKS,1,1200,,52,V DURIC,J PETERS,AIG STABLE,4,3,1,0,70
10,MR HANKS,13,1200,,56,V DURIC,J PETERS,AIG STABLE,9,10,10,7.5,72
1,MR HANKS,3,1400,BB,56,V DURIC,J PETERS,AIG STABLE,3,1,1,0,84
6,MR HANKS,6,1200,,66,B VORSTER,J PETERS,AIG STABLE,8,9,6,4.7,71
4,MR HANKS,2,1200,,66,V DURIC,J PETERS,AIG STABLE,7,7,4,1.1,70
13,MR HANKS,16,1200,B,66,V DURIC,J PETERS,AIG STABLE,13,15,13,5.7,71
15,MR HANKS,15,1400,B,65,M KELLADY,J PETERS,AIG STABLE,15,15,15,9.2,84
9,MR HANKS,5,1400,B,63,A MUNRO,J PETERS,AIG STABLE,4,4,9,6.2,83
1,MR HANKS,2,1200,B,61,V DURIC,J PETERS,AIG STABLE,4,3,1,0,70
1,MR HANKS,9,1200,B,67,O PLACAIS,J PETERS,AIG STABLE,2,2,1,0,70
6,MR HANKS,2,1200,B,74,APP WH KOK,J PETERS,AIG STABLE,6,4,6,4.2,73
7,MR HANKS,4,1100,B,74,V DURIC,J PETERS,AIG STABLE,6,7,7,5.6,66
14,MR HANKS,10,1200,B,74,CS CHIN,J PETERS,AIG STABLE,12,13,14,8.9,71
7,MR HANKS,2,1100,B,72,APP WH KOK,J PETERS,AIG STABLE,10,9,7,4.2,66
1,MR HOOPER,6,1200,,,APP CC WONG,J PETERS,HWA YI NO 3 STABLE,4,3,1,0,71
11,MR HOOPER,5,1200,,55,APP CC WONG,J PETERS,HWA YI NO 3 STABLE,7,6,11,7,71
2,MR HOOPER,5,1200,,55,APP CC WONG,J PETERS,HWA YI NO 3 STABLE,3,3,2,4.3,70
9,MR HOOPER,8,1200,,55,APP CC WONG,J PETERS,HWA YI NO 3 STABLE,11,10,9,5.7,73
1,MR HOOPER,11,1200,BB,55,APP A SYAHIR,J PETERS,HWA YI NO 3 STABLE,1,1,1,0,71
5,MR HOOPER,7,1200,B,63,R WOODWORTH,J PETERS,HWA YI NO 3 STABLE,2,1,5,2.3,71
12,MR HOOPER,12,1200,B,63,APP CC WONG,J PETERS,HWA YI NO 3 STABLE,12,12,12,5.4,71
1,MR HOOPER,12,1200,B,62,APP A SYAHIR,J PETERS,HWA YI NO 3 STABLE,3,2,1,0,72
7,MR HOOPER,2,1200,B,67,APP WH KOK,J PETERS,HWA YI NO 3 STABLE,6,5,7,4.5,72
1,MR HOOPER,3,1200,B,67 (+5),APP A SYAHIR,J PETERS,HWA YI NO 3 STABLE,1,1,1,0,70
9,MR HOOPER,7,1200,B,72,APP A SYAHIR,J PETERS,HWA YI NO 3 STABLE,11,10,9,6.3,71
10,MR HOOPER,8,1200,B,72 (+5),APP S SHAFRIZAL,J PETERS,HWA YI NO 3 STABLE,5,7,10,6.6,71
4,MR HOOPER,9,1000,,71 (-1),D MOOR,J PETERS,HWA YI NO 3 STABLE,8,8,4,2,119
3,MR HOOPER,7,1200,,70 (-1),D MOOR,J PETERS,HWA YI NO 3 STABLE,4,2,3,1.3,70
8,MR HOOPER,3,1200,,70 (-1),D MOOR,J PETERS,HWA YI NO 3 STABLE,4,6,8,3.6,72
2,MR HOOPER,1,1400,,68 (-2),I SAIFUDIN,J PETERS,HWA YI NO 3 STABLE,2,2,2,2.3,83
5,MR HOOPER,8,1400,,68 (-2),D MOOR,J PETERS,HWA YI NO 3 STABLE,3,3,5,1.8,83
8,MR HOOPER,8,1600,,68 (-2),P MOLONEY,J PETERS,HWA YI NO 3 STABLE,3,6,8,4.6,99
1,MR HOOPER,9,1200,B,67 (-1),APP M NIZAR,J PETERS,HWA YI NO 3 STABLE,2,2,1,0,71
8,MR HOOPER,9,1200,B,73 (+6),APP M NIZAR,J PETERS,HWA YI NO 3 STABLE,11,12,8,9.7,71
10,MR HOOPER,12,1200,B,73 (+6),APP M NIZAR,J PETERS,HWA YI NO 3 STABLE,11,12,10,9.6,72
14,MR HOOPER,12,1200,B,72 (-1),K A'ISISUHAIRI,J PETERS,HWA YI NO 3 STABLE,11,11,14,9.2,71
